run_id,timestep,mean_reward
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,45000,156.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,60000,152.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,75000,189.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,90000,174.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,105000,156.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,120000,186.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,135000,172.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s1,150000,173.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,15000,11.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,30000,223.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,45000,233.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,60000,242.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,75000,262.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,90000,185.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,105000,218.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,120000,175.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,135000,200.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0001__s0,150000,166.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,15000,9.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,30000,25.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,45000,186.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,60000,156.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,75000,236.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,90000,190.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,105000,193.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,120000,178.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,135000,164.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s0,150000,188.6
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,15000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,30000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,45000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,60000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,75000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,90000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,105000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,120000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,135000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s0,150000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,15000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,30000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,45000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,60000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,75000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,90000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,105000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,120000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,135000,500.0
CartPole-v1__PPO__gamma=0.999_learning_rate=0.001_n_steps=2048__s1,150000,500.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,15000,9.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,30000,112.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,45000,147.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,60000,154.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,75000,170.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,90000,153.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,105000,130.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,120000,131.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,135000,135.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.0003__s1,150000,147.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,15000,13.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,30000,34.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,45000,182.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,60000,180.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,75000,167.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,90000,159.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,105000,177.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,120000,198.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,135000,107.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,150000,116.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,15000,14.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,30000,25.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,45000,148.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,60000,146.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,75000,162.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,90000,156.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,105000,150.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,120000,139.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,135000,137.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,150000,131.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,15000,8.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,30000,15.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,45000,133.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,60000,137.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,75000,157.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,90000,131.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,105000,142.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,120000,128.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,135000,159.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,150000,127.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,15000,10.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,30000,109.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,45000,149.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,60000,149.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,75000,170.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,90000,160.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,105000,175.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,120000,148.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,135000,198.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,150000,166.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,15000,9.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,30000,85.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,45000,147.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,60000,153.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,75000,158.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,90000,166.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,105000,152.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,120000,160.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,135000,194.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,150000,204.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,15000,13.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,30000,39.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,45000,171.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,60000,192.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,75000,185.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,90000,231.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,105000,178.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,120000,119.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,135000,148.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,150000,149.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,15000,10.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,30000,97.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,45000,89.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,60000,124.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,75000,143.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,90000,103.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,105000,94.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,120000,102.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,135000,312.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,150000,91.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,15000,9.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,30000,43.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,45000,127.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,60000,159.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,75000,241.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,90000,279.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,105000,89.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,120000,160.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,135000,80.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,150000,74.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,15000,9.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,30000,21.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,45000,121.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,60000,115.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,75000,98.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,90000,134.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,105000,133.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,120000,114.2
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,135000,101.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,150000,108.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,15000,9.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,30000,31.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,45000,148.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,60000,130.8
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,75000,144.4
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,90000,131.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,105000,114.0
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,120000,114.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,135000,101.6
CartPole-v1__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,150000,274.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,15000,15.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,30000,38.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,45000,40.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,60000,111.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,75000,158.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,90000,219.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,105000,104.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,120000,106.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,135000,172.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,150000,109.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,15000,11.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,30000,17.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,45000,122.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,60000,118.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,75000,107.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,90000,95.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,105000,249.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,120000,95.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,135000,117.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,150000,93.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,15000,10.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,30000,62.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,45000,69.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,60000,154.4
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,75000,95.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,90000,110.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,105000,94.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,120000,132.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,135000,99.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,150000,460.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,15000,10.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,30000,14.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,45000,111.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,60000,169.8
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,75000,98.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,90000,96.2
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,105000,101.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,120000,105.6
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,135000,110.0
CartPole-v1__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,150000,64.0
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,30000,-1946.049
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,60000,-973.436
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,90000,-264.286
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,120000,-171.89
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,150000,-48.893
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,180000,17.827
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,210000,-55.335
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,240000,118.488
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,270000,97.294
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,300000,25.312
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,30000,-1068.323
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,60000,-879.142
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,90000,-285.891
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,120000,-159.882
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,150000,-142.889
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,180000,-61.584
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,210000,-75.374
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,240000,-18.44
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,270000,-102.766
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,300000,-74.657
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,30000,-1680.043
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,60000,-618.494
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,90000,-560.991
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,120000,-347.331
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,150000,-114.26
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,180000,21.886
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,210000,-162.255
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,240000,-131.59
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,270000,-175.531
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,300000,-58.33
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,30000,-789.837
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,60000,-804.278
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,90000,-294.384
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,120000,-155.507
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,150000,-134.588
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,180000,-100.164
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,210000,-91.892
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,240000,-62.959
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,270000,-106.455
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,300000,-102.686
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,30000,-447.695
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,60000,-691.139
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,90000,-372.807
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,120000,-163.729
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,150000,-122.232
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,180000,-69.679
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,210000,-34.026
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,240000,-83.782
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,270000,-134.651
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,300000,-84.035
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,30000,-766.995
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,60000,-1155.571
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,90000,-455.192
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,120000,-191.842
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,150000,-89.074
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,180000,-14.933
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,210000,-20.999
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,240000,10.549
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,270000,-57.236
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,300000,68.349
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,30000,-1510.205
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,60000,-465.586
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,90000,-350.643
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,120000,-258.529
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,150000,-184.304
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,180000,-60.277
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,210000,-51.033
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,240000,-103.389
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,270000,-117.63
LunarLander-v3__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,300000,-67.757
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,30000,-435.524
LunarLander-v3__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,60000,-166.646
