run_id,timestep,mean_reward
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,120000,-148.477
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,150000,-123.699
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,180000,-94.175
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,210000,-53.93
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,240000,-47.643
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,270000,-37.844
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s0,300000,-38.056
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,30000,-117.459
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,60000,-25.825
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,90000,-132.965
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,120000,-113.087
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,150000,-95.926
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,180000,-59.433
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,210000,-54.852
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,240000,-63.031
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,270000,-81.977
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.0003__s1,300000,-43.545
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,30000,-150.085
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,60000,-96.181
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,90000,-123.988
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,120000,-119.955
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,150000,-114.742
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,180000,-103.131
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,210000,-126.629
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,240000,-55.074
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,270000,-41.881
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s0,300000,-50.755
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,30000,-311.658
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,60000,-129.098
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,90000,-102.288
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,120000,-115.043
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,150000,-77.019
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,180000,-78.612
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,210000,-61.071
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,240000,-71.109
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,270000,-53.666
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.0003__s1,300000,-38.885
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,30000,-136.311
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,60000,-103.488
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,90000,-121.762
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,120000,-108.838
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,150000,-89.753
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,180000,-93.412
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,210000,-112.716
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,240000,-83.541
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,270000,-61.06
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s0,300000,-81.282
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,30000,-322.043
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,60000,-130.865
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,90000,-114.379
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,120000,-104.814
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,150000,-92.074
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,180000,-52.282
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,210000,-7.296
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,240000,2.444
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,270000,-25.142
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.0003__s1,300000,85.279
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,30000,-33.564
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,60000,-60.591
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,90000,-164.43
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,120000,-183.206
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,150000,-94.145
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,180000,-105.524
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,210000,-48.82
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,240000,20.87
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,270000,-9.995
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s0,300000,-45.752
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,30000,-103.922
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,60000,-4.189
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,90000,-105.371
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,120000,-110.639
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,150000,-83.279
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,180000,-51.494
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,210000,12.45
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,240000,-18.685
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,270000,19.597
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.99_learning_rate=0.001__s1,300000,0.6
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,30000,-183.839
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,60000,-134.339
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,90000,-146.635
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,120000,-117.623
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,150000,-94.465
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,180000,-95.464
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,210000,-62.67
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,240000,104.307
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,270000,17.173
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s0,300000,44.583
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,30000,5.01
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,60000,-126.743
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,90000,-97.808
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,120000,-39.296
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,150000,-53.29
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,180000,-77.011
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,210000,-20.875
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,240000,95.057
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,270000,-53.955
LunarLander-v3__DQN__exploration_fraction=0.1_gamma=0.999_learning_rate=0.001__s1,300000,93.087
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,30000,-147.339
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,60000,-146.82
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,90000,-133.211
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,120000,-127.339
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,150000,-108.351
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,180000,-71.061
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,210000,-84.5
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,240000,-43.176
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,270000,-33.867
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s0,300000,-32.619
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,30000,-203.791
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,60000,-82.36
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,90000,-114.827
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,120000,-109.309
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,150000,-119.061
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,180000,-136.93
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,210000,65.048
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,240000,143.076
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,270000,70.394
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.99_learning_rate=0.001__s1,300000,70.721
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,30000,-194.584
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,60000,-109.46
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,90000,-151.041
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,120000,-158.805
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,150000,-164.329
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,180000,-95.102
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,210000,-94.661
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,240000,-112.639
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,270000,149.127
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s0,300000,124.379
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,30000,-192.263
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,60000,-111.978
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,90000,-128.539
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,120000,-142.988
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,150000,-130.848
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,180000,-139.057
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,210000,-95.755
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,240000,-43.238
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,270000,19.5
LunarLander-v3__DQN__exploration_fraction=0.2_gamma=0.999_learning_rate=0.001__s1,300000,-78.667
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,30000,-97.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,60000,-83.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,90000,-151.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,120000,-76.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,150000,-82.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,180000,-83.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,210000,-85.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,240000,-78.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,270000,-73.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s0,300000,-81.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,30000,-174.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,60000,-79.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,90000,-76.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,120000,-107.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,150000,-87.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,180000,-88.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,210000,-78.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,240000,-79.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,270000,-79.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=512__s1,300000,-90.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,30000,-84.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,60000,-89.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,90000,-84.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,120000,-82.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,150000,-78.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,180000,-83.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,210000,-82.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,240000,-78.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,270000,-77.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s0,300000,-77.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,30000,-377.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,60000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,90000,-81.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,120000,-78.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,150000,-80.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,180000,-103.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,210000,-84.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,240000,-80.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,270000,-87.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=512__s1,300000,-82.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,30000,-91.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,60000,-82.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,90000,-87.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,120000,-100.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,150000,-81.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,180000,-82.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,210000,-99.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,240000,-82.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,270000,-85.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s0,300000,-83.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,30000,-84.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,60000,-90.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,90000,-83.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,120000,-80.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,150000,-81.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,180000,-109.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,210000,-75.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,240000,-80.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,270000,-76.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0001_n_steps=2048__s1,300000,-99.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,30000,-273.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,60000,-83.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,90000,-87.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,120000,-91.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,150000,-101.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,180000,-88.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,210000,-77.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,240000,-95.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,270000,-82.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s0,300000,-82.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,30000,-78.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,60000,-80.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,90000,-76.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,120000,-81.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,150000,-81.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,180000,-78.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,210000,-79.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,240000,-95.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,270000,-74.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0001_n_steps=2048__s1,300000,-76.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,30000,-82.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,60000,-83.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,90000,-78.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,120000,-77.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,150000,-76.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,180000,-83.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,210000,-83.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,240000,-66.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,270000,-77.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s0,300000,-72.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,30000,-75.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,60000,-82.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,90000,-96.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,120000,-83.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,150000,-81.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,180000,-77.6
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,210000,-72.2
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,240000,-80.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,270000,-95.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=512__s1,300000,-81.2
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,30000,-215.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,60000,-84.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,90000,-75.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,120000,-79.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,150000,-83.6
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,180000,-75.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,210000,-79.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,240000,-78.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,270000,-83.8
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s0,300000,-75.4
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,30000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,60000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,90000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,120000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,150000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,180000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,210000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,240000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,270000,-500.0
Acrobot-v1__PPO__gamma=0.999_learning_rate=0.0003_n_steps=512__s1,300000,-500.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,30000,-500.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,60000,-76.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,90000,-102.4
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,120000,-89.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,150000,-112.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,180000,-77.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,210000,-82.0
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,240000,-84.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,270000,-81.8
Acrobot-v1__PPO__gamma=0.99_learning_rate=0.0003_n_steps=2048__s0,300000,-82.0
